Number;Coleccion;Pais;Provincia;Localidad;FechaColecta;Ano_colecta;Latitud;Longitud;Temporalidad;Origen;BIBLIOGRAFIA
246;WALLA_02226;BO;Santa Cruz;Quitunuquina;;;-18.44708;-59.43832;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
247;WALLA_02218;BO;Santa Cruz;Quituquina;;;-17.66262;-60.71927;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
248;SP216;AR;La Rioja;R 79 Km 265 Chamical;PREGUNTAR AñO A SEBA;;-30.147096;-66.169348;Actual;DatabaseAMF;
249;WALLA_02242;BO;Santa Cruz;Ramada Quemada;;;-16.59863;-60.85286;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
250;MNK-3212;BO;Santa Cruz;Rancho Chico;25/7/1996;1996;-20.117453;-62.688876;Actual;This work;
251;GIOCI_00044;PY;Boqueron;Rancho K;2004;2004;-22.10361111;-59.75888889;Actual;Santos 2017;Unpublisehd data
252;WALLA_02296;BO;Santa Cruz;Rancho Nuevo;;;-19.425504;-62.563245;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
253;WALLA_02295;BO;Santa Cruz;Rancho Viejo;;;-19.433922;-62.527525;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
254;;BO;Santa Cruz;Ravelo;2001;2001;-19.29533;-60.6205;Actual;Maffei,2002;
255;;AR;Jujuy;Real de los Toros;ago-88;1988;-24.004722;-64.331056;Actual;Feijo et al, 2015;Vizcaino,1997
256;PERO_00104;AR;Salta;Reloj;2012;2012;-22.16389;-63.08;Actual;Santos 2017;NA
257;;AR;Chaco;Reserva Aborigen;;;-24.850431;-62.014353;Actual;Torres & Jayat, 2010;Quiroga y Boaglio, 2006
258;22308-xx;AR;Formosa;Reserva Ecologica El Bagual;15/12/2004;2004;-26.307822;-58.801345;Actual;GBIF;
259;;AR;Formosa;Reserva Nacional Formosa;Por los autores y el nombre del libro;;-24.316667;-61.716667;Actual;Torres & Jayat, 2010;Heinonen Fortabat y Chebez 1997
260;318964;AR;San Luis;Reserva Natural Estricta Quebrada de las Higueritas- Lujan;30/6/2012;2012;-32.39567;-65.918938;Actual;Ecoregistros;
261;443627;AR;San Luis;Reserva Privada Punta del Agua (Lujan);14/6/2016;2016;-32.355127;-65.969399;Actual;Ecoregistros;
262;;AR;Cordoba;Reserva Provincial Chancani;;;-31.358653;-65.470615;Actual;Torres & Jayat, 2010;
263;;AR;Santiago del Estero;Reserva Provincial Copo;2000?;2000;-25.870083;-62.194361;Actual;Torres & Jayat, 2010;Caziani et al., 2003
264;;AR;Chaco;Reserva Provincial Loro Hablador;;;-25.423928;-61.788688;Actual;Torres & Jayat, 2010;Moschione y Bishels 2004
265;PERO_00193;AR;Salta;Rivadavia;2017;2017;-24.41465;-62.48819;Actual;Santos 2017;NA
266;PERO_00160;AR;Santiago del Estero;RN16 -Pampa de los Guanacos-;2013;2013;-26.21906;-61.8647;Actual;Santos 2017;NA
267;PERO_00208;AR;Salta;RN34 -Viergilio Tedin-;2017;2017;-25.04081;-64.9841;Actual;Santos 2017;NA
268;79911;PY;Alto Paraguay;ROAD TO FORTiN LAGERENZA-I;28/5/1997;1997;-20.074833;-61.493999;Actual;GBIF;
269;79913;PY;Alto Paraguay;ROAD TO PUERTO CASADO;24/2/1996;1996;-22.33333;-57.916672;Actual;GBIF;
270;WALLA_02325;BO;Santa Cruz;Robore;;;-18.46972222;-60.53944444;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
271;;AR;San Luis;Ruta provincial 23- entre Santa Rosa de Conlara y Santa Rita;9/6/2015;2015;-32.112244;-65.261976;Actual;GBIF;
272;SJ020;AR;San Juan;San Agustin;19/9/2011;2011;-30.629633;-67.473675;Actual;This work;
273;ABBA_01878;AR;Cordoba;San Antonio;NA;;-30.4;-65.09;Actual;Santos 2017;Abba obs. pers.
274;WALLA_02235;BO;Santa Cruz;San Antonio del Tajibo;;;-16.76608;-61.0992;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
275;WALLA_02335;BO;Santa Cruz;San Lorenzo;;;-16.7;-61.86666667;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
276;WALLA_02221;BO;Santa Cruz;San Lorenzo de Tucavaca;;;-18.28235;-59.48851;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
277;WALLA_02237;BO;Santa Cruz;San Rafael;;;-16.78843;-60.47432;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
278;WALLA_02291;BO;Santa Cruz;San Silvestre;;;-19.18077137;-62.53049384;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
279;WALLA_02227;BO;Santa Cruz;Santa Ana;;;-18.64491;-58.77473;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
280;WALLA_02241;BO;Santa Cruz;Santa Ana de Velasco;;;-16.54216;-60.61127;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
281;;BR;Mato Grosso;Santa Fe;;;-16.1472;-58.4961;Actual;Santos 2017;
282;PERO_00110;AR;Salta;Santa Maria ;2012;2012;-22.15861;-62.84917;Actual;Santos 2017;NA
283;WALLA_02232;BO;Santa Cruz;Santa Rosa de la Mina;;;-16.40976;-60.79008;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
284;WALLA_02233;BO;Santa Cruz;Santa Teresa;;;-16.49835;-61.02121;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
285;WALLA_02240;BO;Santa Cruz;Santa Teresita;;;-17.96309;-60.38762;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
286;PERO_00121;AR;Salta;Santa Victoria;2012;2012;-22.33612;-62.81307;Actual;Santos 2017;NA
287;WALLA_02222;BO;Santa Cruz;Santiago de Chiquitos;;;-18.31917;-59.4924;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
288;23718;AR;Santiago del Estero;Santo Domingo;10/11/1990;1990;-26.19907;-63.772226;Actual;GBIF;
289;41961;AR;Cordoba;Cerca del pueblo Las Penas;18/6/2012;2012;-30.511511;-63.884876;Actual;Ecoregistros;
290;EDMA_02340;BR;Mato Grosso do Sul;Serra da bodoquena;24/6/1905;1905;-20.77201248;-56.78895455;Actual;Santos 2017;Caceres, 2007
291;UCONN20005;BR;Mato Grosso do Sul;Serra do amolar - borda oeste do pantanal;28/1/1978;1978;-17.750166;-57.61669;Actual;VertNet;Schaller, 1983
292;MASAN_00004;AR;San Luis;Sierra de las Quijadas National Park;2015;2015;-32.293;-66.5851;Actual;Santos 2017;Unpublished data
293;WALLA_02251;BO;Santa Cruz;sin localidad;;;-18.316667;-60.033333;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
294;WALLA_02250;BO;Santa Cruz;sin localidad;;;-18.133333;-63.2;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
295;WALLA_02231;BO;Santa Cruz;Tacuaral;;;-19.02333;-58.16594;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
296;WALLA_02297;BO;Santa Cruz;Tamachindi;;;-19.478931;-62.550664;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
297;MNKH4798;BO;Santa Cruz;Tierras Nuevas;18/7/1996;1996;-19.731667;-62.813417;Actual;This work;
298;AMF016;AR;Santiago del Estero;Tiun Punco;22/7/2015;2015;-28.00258;-63.20827;Actual;DatabaseAMF;
299;WALLA_02224;BO;Santa Cruz;Tobite;;;-18.06064;-59.9086;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
300;WALLA_02337;BO;Santa Cruz;Tobite;;;-18.03191944;-59.91724444;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
301;291935.7302;AR;Salta;Tonono;1972-1984;1984;-22.397541;-63.484039;Actual;Ojeda y Mares, 1989;
302;;BO;Santa Cruz;Tucavaca;2001;2001;-18.51617;-60.81033;Actual;Maffei,2002;
303;;AR;Cordoba;Villa Candelaria;2000?;2000;-29.864355;-63.355626;Actual;Torres & Jayat, 2010;Kufner et al. 2005
304;;AR;Tucuman;Villa Chicligasta;1980?;1980;-27.466;-65.116;Actual;Mares et al, 1996;
305;24601;AR;Santiago del Estero;Villa La Punta;may-94;1994;-28.370212;-64.792924;Actual;GBIF;
306;PERO_00098;AR;Salta;Virgen del Carmen;2012;2012;-22.11139;-63.01754;Actual;Santos 2017;NA
307;;AR;Salta;Yacimiento Tonono;1972-1984;1984;-22.4;-63.4833;Actual;Ojeda y Mares, 1989;Diaz et al., 2000
308;WALLA_02211;BO;Tarija;Yacuiba;;;-22.001206;-63.688845;Actual;Santos 2017;
309;MNKH4799;BO;Santa Cruz;Yapiroa;16/8/1996;1996;-19.6107;-62.484923;Actual;Santos 2017;
310;;AR;Buenos Aires;Adjacent to the Rio Colorado;1879;1879;-39.2666;-63.3333;Historico;Doering et al., 1881.;Abba & Vizcaino, 2011
311;36_602;AR;Salta;Agua Linda;1930;1930;-23.276163;-63.285283;Historico;GBIF;
312;;AR;Buenos Aires;Bahia Blanca;1928;1928;-38.7166;-62.2833;Historico;Yepes, 1928;Abba & Vizcaino, 2011
313;;AR;Buenos Aires;Bahia Blanca;1828;1828;-38.7166;-62.2833;Historico;dOrbigny, 1836;Garrod, 1878
314;;BR;Mato Grosso;Caicara- Campo do Marco- Mouth of Rio Jauru;1825;1825;-16.363147;-57.811425;Historico;Feijo et al, 2015;Sanborn, 1930
315;;AR;Buenos Aires;Carmen de Patagones;1895;1895;-40.77546;-63.00285;Historico;Holmberg, 1895;Garrod, 1878
316;24632;AR;Catamarca;Chumbicha;;;-28.872313;-66.254294;Historico;GBIF;
317;28355;BR;Mato Grosso;Descalvado (=Descalvados Ranch);4/8/1924;1924;-16.75;-57.7;Historico;GBIF;Sanborn, 1930
318;172749;AR;La Rioja;Desiderio Tello 20 Km S 100 Mi E Of San Juan;1910;1910;-31.457291;-66.219388;Historico;VertNet;
319;36_259;AR;Salta;Dragones;1930;1930;-23.223655;-63.337796;Historico;Torres & Jayat, 2010;
320;42_98;AR;Santiago del Estero;El Cabure;;;-26.012058;-62.341699;Historico;GBIF;
321;3819;AR;Formosa;El Colorado;;;-26.303475;-59.365384;Historico;Torres & Jayat, 2010;
322;54405;PY;Boqueron;Fortin Guachalla R Pilcomayo;1/8/1945;1945;-22.45;-62.333333;Historico;GBIF;
323;42-50.;AR;Formosa;Fortin Nuevo Pilcomayo;1942;1942;-23.869449;-60.87844;Historico;GBIF;
324;36_798;AR;Santiago del Estero;Herrera;1920-1940;1930;-28.482604;-63.069439;Historico;GBIF;
325;150;AR;Santa Fe;Km 442 San Bernardo;22/11/1948;1948;-28.08333;-61.55;Historico;GBIF;
326;8894;AR;Santiago del Estero;La Breita;;;-28.017363;-64.766366;Historico;Torres & Jayat, 2010;
327;30_395;AR;Salta;La Represa;1/9/1930;1930;-25.516973;-64.657432;Historico;GBIF;
328;29_857;AR;Formosa;Las Lomitas;1/9/1929;1929;-24.705342;-60.593913;Historico;GBIF;
329;M-41598;AR;Tucuman;Los Sarmientos;26/5/1916;1916;-27.417659;-65.694405;Historico;VertNet;
330;26_7;AR;Buenos Aires;Mayor Buratovich;9507;1900;-39.259825;-62.616645;Historico;MACN;
331;25289;AR;Chaco;Mision Nueva Pompeya;;;-24.939097;-61.493755;Historico;GBIF;
332;10434;AR;Santiago del Estero;Monte Pampa de Villa La Punta;;;-28.349987;-64.783352;Historico;Torres & Jayat, 2010;
333;;AR;Buenos Aires;Naposta;1828;1828;-38.43955;-62.24475;Historico;dOrbigny, 1836;Abba & Vizcaino, 2011
334;25_175;AR;San Luis;Nogoli;dic-24;1924;-32.917724;-66.324636;Historico;GBIF;
335;30_14;AR;Chaco;Pampa del Indio;1/1/1930;1930;-26.015028;-59.954041;Historico;Torres & Jayat, 2010;
336;28_180;AR;La Rioja;Patquia;jul-28;1928;-30.044712;-66.879552;Historico;GBIF;
337;31_189;AR;Jujuy;Perico;1931;1931;-24.382118;-65.116164;Historico;GBIF;
338;40_33;AR;Chaco;Presidencia de la Plaza;;;-27.002002;-59.843352;Historico;GBIF;
339;29_908;AR;Chaco;Presidencia Roca;1/12/1929;1929;-26.138212;-59.602959;Historico;GBIF;
340;29_910;AR;Chaco;Presidencia Roque Saenz Pena;1/12/1929;1929;-27.071966;-60.475787;Historico;GBIF;
341;54353;PY;Alto Paraguay;Puerto Casado 30 km W on RR;7/6/1945;1945;-22.356182;-58.208908;Historico;GBIF;
342;USNM 236356;PY;Presidente Hayes;Puerto Pinasco;;;-22.62766;-57.918351;Historico;Gardner, 2008;
343;236356;PY;Presidente Hayes;Puerto Pinasco 110 Km W;23/9/1920;1920;-22.712908;-58.903337;Historico;VertNet;Sanborn, 1930
344;33_146;AR;Santiago del Estero;Quimili;Hasta 1980 (porque Marini fallece en 1984 a los 82 anos);1930;-27.644355;-62.412643;Historico;GBIF;
345;ABBA_01874;AR;Chaco;Resistencia;NA;;-27.45;-58.98333333;Historico;Santos 2017;Yepes 1944 Sobre cien localidades RevistaArgentina de Zoogeografia 4-1-2-:59-71.
346;s/ n�mero;AR;Santiago del Estero;Retiro;;;-27.068546;-64.462443;Historico;Torres & Jayat, 2010;
347;24602;AR;Formosa;Riacho Pilaga 15 Km al O. de Palo Santo;;;-25.31563;-59.466855;Historico;GBIF;
348;;AR;Buenos Aires;Rio Quequen Salado, Tres Arroyos;1857;1857;-38.4166;-60.75;Historico;Deschamps y Tonni, 2007;Abba & Vizcaino, 2011
349;;AR;Buenos Aires;Rio Sauce Grande 30km E Naposta Bahia Blanca;1828;1828;-38.4333;-61.6833;Historico;dOrbigny, 1836;Abba & Vizcaino, 2011
350;37_45;AR;Salta;Rivadavia;1930;1930;-24.184273;-62.886524;Historico;GBIF;
351;32_134;AR;Salta;Rosario de la Frontera;14/7/1932;1932;-25.795455;-64.966056;Historico;GBIF;
352;;AR;Tucuman;San Miguel de Tucuman;;;-26.853751;-65.193392;Historico;Feijo et al, 2015;Sanborn, 1930
353;41_399;AR;Jujuy;San Pedro;;;-24.23122;-64.872462;Historico;GBIF;
354;;BO;Santa Cruz;Santa Cruz de la Sierra;1847;1847;-17.770481;-63.241653;Historico;Feijo et al, 2015;Sanborn, 1930
355;10428;AR;Santiago del Estero;Santa Rosa;;;-29.195156;-63.977217;Historico;Torres & Jayat, 2010;
356;187-31;AR;Salta;Tabacal;1931;1931;-23.268447;-64.251912;Historico;GBIF;
357;40_44;AR;Santiago del Estero;Tacanitas;;;-28.622708;-62.605054;Historico;GBIF;
358;;BO;Tarija;Tarija;1900;1900;-21.532147;-64.716477;Historico;Feijo et al, 2015;Sanborn, 1930
359;;AR;Santiago del Estero;Villa La Punta;;;-28.367578;-64.78793;Historico;Torres & Jayat, 2010;
360;;AR;Buenos Aires;Villarino;1928;1928;-38.8333;-62.9;Historico;Yepes, 1928;Abba & Vizcaino, 2011
361;;AR;Buenos Aires;Canada de Rocha;Aceramico (3-1.5 kya);;-34.29306;-58.875;Holoceno;Vizcaino, 1995;Ameghino 1880
362;;AR;Buenos Aires;Cortaderas;Ceramico (1.5-0.5 kya);;-38.3208;-59.663;Holoceno;Vizcaino y Bargo, 1993;Pollas, 1983
363;;AR;Buenos Aires;Fortin Necochea;Tiempos historicos;;-37.3969;-61.1375;Holoceno;"Crivelli-Montero, 1987-1988; Pardiñas, 1991";
364;;AR;Buenos Aires;Fuerte Lavalle o Salquilco;;;-37.0166;-61.0833;Holoceno;"Doering et al., 1881; Zeballos, 1881";
365;;AR;Santa Fe;Guardia de la esquina;"segunda mitad del siglo XVIII y la primera mitad del siglo XIX (Rivas, 1984; Battcock, 2009)";;-33.09911;-61.70293;Holoceno;Loponte y Acosta, 2012;
366;;AR;Buenos Aires;Hunter;1990 mas-menos 40 yBP;;-34.23829;-60.50825;Holoceno;Loponte y Acosta, 2012;
367;47_123;AR;Formosa;Ingeniero Juarez;10/8/1947;1947;-23.897612;-61.864205;Holoceno;Torres & Jayat, 2010;
368;;AR;Buenos Aires;La Moderna sitio 1;6550 mas-menos 160 kya;;-37.13444;-60.07639;Holoceno;"Tonni, 1990; Politis, 1984";Politis 1984, 1985, 1986(pero las muestras se revisaron en el trabajo de vizcaino 1995)
369;;AR;Buenos Aires;San Martin 1;;;-38.1666;-63;Holoceno;Vizcaino et al., 1995;
370;;AR;Buenos Aires;Sitio Alfar;5700 yBP;;-38.09694;-57.55583;Holoceno;"Bonomo y Leon, 2010; Soibelzon y Leon, 2017";
371;;;;Alberdi;;;-31.4427;-64.2013;Pleistoceno;Soibelzon,2019;
372;;;;Arrecifes;;;-34.0708;-60.0746;Pleistoceno;Soibelzon,2019;
373;;;;Arroyo de Frias;;;-33.075;-60.5574;Pleistoceno;Soibelzon,2019;
374;;;;Bahia Blanca;;;-38.6962;-62.3405;Pleistoceno;Soibelzon,2019;
375;;AR;Buenos Aires;Bajo San Jose;Early bonaerian age;;-38.48635;-61.78406;Pleistoceno;Deschamps, 2005;
376;PDBD  191127;AR;Buenos Aires;Cantera Nicolas Vignona 3;;;-34.9133;-58.6953;Pleistoceno;Iacona, 2013;
377;;;;Cauce del Rio de La Plata;;;-34.5082;-58.4743;Pleistoceno;Soibelzon,2019;
378;;;;Centinela del Mar;;;-38.4342;-58.2282;Pleistoceno;Soibelzon,2019;
379;;;;Chapadmalal;;;-38.1799;-57.6499;Pleistoceno;Soibelzon,2019;
380;;;;Coronel Dorrego ;;;-38.7483;-60.6033;Pleistoceno;Soibelzon,2019;
381;;;;Costa Bonita;;;-38.5637;-58.6343;Pleistoceno;Soibelzon,2019;
382;;;;Gonzalez Chaves (Juarez);;;-37.6794;-59.7903;Pleistoceno;Soibelzon,2019;
383;PDBD  197918 ;AR;Cordoba;Isla Verde;Formacion la INVERVADA;;-33.2386;-62.4228;Pleistoceno;Cruz, 2013;
384;MACN 1479, 2339;AR;Buenos Aires;La Plata;Ensenadense(1.94 a 0.4 Mya);;-34.9205;-57.95357;Pleistoceno;Soibelzon, 2010;
385;PDBD  191130;AR;Cordoba;Lagunilla del Plata;;;-31.045;-62.5597;Pleistoceno;Luna y Prieto 2013;
386;MACN 980, 981, 5515;AR;Capital Federal;Las Toscas del Rio de la Plata;Ensenadense(1.94 a 0.4 Mya);;-34.51886;-58.46639;Pleistoceno;Soibelzon, 2010;
387;;;;Lujan;;;-34.5608;-59.0872;Pleistoceno;Soibelzon,2019;
388;;;;Marcos Paz;;;-34.782004;-58.837463;Pleistoceno;Soibelzon,2019;
389;PDBD  71324;BO;Chuquisaca;Naupua;Contexto de Humedad??;;-20.8667;-63.0667;Pleistoceno;Hoffstetter. 1968;
390;MLP 91-IV-25-185, 91-IV-25-42, 97-II-1-42;AR;Buenos Aires;Necochea;Ensenadense(1.94 a 0.4 Mya);;-38.5545;-58.73961;Pleistoceno;Soibelzon, 2010;
391;;;;Punta Hermengo;;;-38.2877;-57.8505;Pleistoceno;Soibelzon,2019;
392;;;;Rio Parana;;;-33.1267;-60.5089;Pleistoceno;Soibelzon,2019;
393;;;;San Cayetano;;;-38.3395;-59.6159;Pleistoceno;Soibelzon,2019;
394;;;;santa Clara;;;-37.837573;-57.505273;Pleistoceno;Soibelzon,2019;
395;PDBD  191153;AR;Santiago del Estero;Termas de Rio Hondo;;;-27.4833;-64.8667;Pleistoceno;Gaudioso, 2016;
396;MLP 06-II-2-18;AR;Buenos Aires;Mar del Sur;Ensenadense(1.94 a 0.4 Mya);;-38.34104;-57.99492;Pleistoceno;Soibelzon, 2010;
397;MACN 13016;AR;Buenos Aires;Miramar;Ensenadense(1.94 a 0.4 Mya);;-38.27032;-57.83945;Pleistoceno;Soibelzon, 2010;
398;PDBD 71314;AR;Buenos Aires;Monte Hermoso;Lujanian;;-38.9897;-61.3417;Pleistoceno;Aramayo, 1985;
399;;AR;Buenos Aires;San Pedro;Lujanense;;-33.6735;-59.66277;Pleistoceno;Soibelzon, 2013;
